dir,workDir,nrg,nConv,irredKpts,aV,bV,cV,alpha,beta,gamma,vol
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/2915/1.0,1.0,-119.93570660,1,,12.66900407208974837475,12.66889711550661701320,12.67109450303900177434,89.99190159136496807686,89.99107000273206974258,89.99024971384055477500,2033.73985141220544263180
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/2915/1.03,1.03,-119.63806578,17,,13.04907419058713355578,13.04896402329283214864,13.05122733326699311132,89.99213969597102542063,89.99133232194583825750,89.99053592497013477557,2222.32244894445625422480
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/2999/0.94,0.94,-117.54949471,13,,11.90886383544015761784,11.90876330057299842170,11.91082884293723733180,89.99137978462093482166,89.99049513127980522576,89.98962248350778419068,1689.19177668021228683427
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/2999/0.97,0.97,-119.44173083,9,,12.28893395370386329095,12.28883020789445223023,12.29096167295773448926,89.99164875768954650727,89.99079145705981466486,89.98994579840162509805,1856.13944927810285959750
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/2999/1.0,1.0,-119.94397795,1,,12.66900407208974837475,12.66889711550661701320,12.67109450303900177434,89.99190159136496807686,89.99107000273206974258,89.99024971384055477500,2033.73985141220544263180
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/2999/1.03,1.03,-119.64537056,17,,13.04907419058713355578,13.04896402329283214864,13.05122733326699311132,89.99213969597102542063,89.99133232194583825750,89.99053592497013477557,2222.32244894445625422480
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/3297/0.94,0.94,-117.64283298,13,,11.90865283394840446663,11.90878272605387350912,11.90901085339861485491,89.99055095537695863183,89.98822320621789709790,89.99035929026475858052,1688.90676747921257436832
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/3297/0.97,0.97,-119.48758133,9,,12.28871621527371305401,12.28885025505839282435,12.28908566121721452323,89.99084555897293601189,89.98858980112964487020,89.99065982230485294548,1855.82627228125250868046
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/3297/1.0,1.0,-119.96647733,1,,12.66877959670750141432,12.66891778410664107399,12.66916046923269811507,89.99112248553998413758,89.98893439958746858246,89.99094232157109912311,2033.39670924979391076856
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/3297/1.03,1.03,-119.60503527,9,,13.04884297833155441054,13.04898531328605922740,13.04923527742786237232,89.99138327974186865561,89.98925892367604188395,89.99120836381504868311,2221.94748868725226934701
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/3471/0.94,0.94,-117.64296341,13,,11.90865283394840446663,11.90878272605387350912,11.90901085339861485491,89.99055095537695863183,89.98822320621789709790,89.99035929026475858052,1688.90676747921257436832
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/3471/0.97,0.97,-119.48806727,9,,12.28871621527371305401,12.28885025505839282435,12.28908566121721452323,89.99084555897293601189,89.98858980112964487020,89.99065982230485294548,1855.82627228125250868046
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/3471/1.0,1.0,-119.96595139,1,,12.66877959670750141432,12.66891778410664107399,12.66916046923269811507,89.99112248553998413758,89.98893439958746858246,89.99094232157109912311,2033.39670924979391076856
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/3471/1.03,1.03,-119.60379280,9,,13.04884297833155441054,13.04898531328605922740,13.04923527742786237232,89.99138327974186865561,89.98925892367604188395,89.99120836381504868311,2221.94748868725226934701
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/3982/0.94,0.94,-117.64268420,13,,11.90865283394840446663,11.90878272605387350912,11.90901085339861485491,89.99055095537695863183,89.98822320621789709790,89.99035929026475858052,1688.90676747921257436832
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/3982/0.97,0.97,-119.48814465,9,,12.28871621527371305401,12.28885025505839282435,12.28908566121721452323,89.99084555897293601189,89.98858980112964487020,89.99065982230485294548,1855.82627228125250868046
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/3982/1.0,1.0,-119.96590088,1,,12.66877959670750141432,12.66891778410664107399,12.66916046923269811507,89.99112248553998413758,89.98893439958746858246,89.99094232157109912311,2033.39670924979391076856
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/3982/1.03,1.03,-119.60346347,9,,13.04884297833155441054,13.04898531328605922740,13.04923527742786237232,89.99138327974186865561,89.98925892367604188395,89.99120836381504868311,2221.94748868725226934701
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4082/0.94,0.94,-117.64243980,13,,11.90865283394840446663,11.90878272605387350912,11.90901085339861485491,89.99055095537695863183,89.98822320621789709790,89.99035929026475858052,1688.90676747921257436832
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4082/0.97,0.97,-119.49003155,9,,12.28871621527371305401,12.28885025505839282435,12.28908566121721452323,89.99084555897293601189,89.98858980112964487020,89.99065982230485294548,1855.82627228125250868046
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4082/1.0,1.0,-119.95518836,1,,12.66877959670750141432,12.66891778410664107399,12.66916046923269811507,89.99112248553998413758,89.98893439958746858246,89.99094232157109912311,2033.39670924979391076856
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4082/1.03,1.03,-119.59332396,9,,13.04884297833155441054,13.04898531328605922740,13.04923527742786237232,89.99138327974186865561,89.98925892367604188395,89.99120836381504868311,2221.94748868725226934701
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4089/0.94,0.94,-117.64234438,13,,11.90865283394840446663,11.90878272605387350912,11.90901085339861485491,89.99055095537695863183,89.98822320621789709790,89.99035929026475858052,1688.90676747921257436832
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4089/0.97,0.97,-119.48994589,9,,12.28871621527371305401,12.28885025505839282435,12.28908566121721452323,89.99084555897293601189,89.98858980112964487020,89.99065982230485294548,1855.82627228125250868046
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4089/1.0,1.0,-119.95557647,1,,12.66877959670750141432,12.66891778410664107399,12.66916046923269811507,89.99112248553998413758,89.98893439958746858246,89.99094232157109912311,2033.39670924979391076856
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4089/1.03,1.03,-119.59169364,9,,13.04884297833155441054,13.04898531328605922740,13.04923527742786237232,89.99138327974186865561,89.98925892367604188395,89.99120836381504868311,2221.94748868725226934701
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4209/0.94,0.94,-117.64867910,13,,11.90891520765488055829,11.91057132702026604624,11.90866149974823602205,89.98948292350955955958,89.98879103207306427815,89.99064690876490234849,1689.14808950989713700296
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4209/0.97,0.97,-119.48847924,9,,12.28898696287483243126,12.29069593811139323138,12.28872515814880734982,89.98981055745691890456,89.98914006576889762553,89.99093854727220616770,1856.09144483599793674562
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4209/1.0,1.0,-119.96671321,1,,12.66905871839158727064,12.67082054937105116764,12.66878881674134267365,89.99011853264523123252,89.98946815666006064814,89.99121268650805724394,2033.68725424814413417304
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4209/1.03,1.03,-119.60521684,9,,13.04913047408794851055,13.05094516078451531872,13.04885247550907008346,89.99040856689139035660,89.98977713476672119531,89.99147085561648400669,2222.26497507459113126961
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4249/0.94,0.94,-117.78092714,9,,11.90891520765488055829,11.91057132702026604624,11.90866149974823602205,89.98948292350955955958,89.98879103207306427815,89.99064690876490234849,1689.14808950989713700296
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4249/0.97,0.97,-119.64732957,7,,12.28898696287483243126,12.29069593811139323138,12.28872515814880734982,89.98981055745691890456,89.98914006576889762553,89.99093854727220616770,1856.09144483599793674562
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4249/1.0,1.0,-120.07593624,1,,12.66905871839158727064,12.67082054937105116764,12.66878881674134267365,89.99011853264523123252,89.98946815666006064814,89.99121268650805724394,2033.68725424814413417304
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4249/1.03,1.03,-119.63236894,8,,13.04913047408794851055,13.05094516078451531872,13.04885247550907008346,89.99040856689139035660,89.98977713476672119531,89.99147085561648400669,2222.26497507459113126961
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4304/0.94,0.94,-117.64883657,13,,11.90891520765488055829,11.91057132702026604624,11.90866149974823602205,89.98948292350955955958,89.98879103207306427815,89.99064690876490234849,1689.14808950989713700296
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4304/0.97,0.97,-119.49135370,9,,12.28898696287483243126,12.29069593811139323138,12.28872515814880734982,89.98981055745691890456,89.98914006576889762553,89.99093854727220616770,1856.09144483599793674562
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4304/1.0,1.0,-119.95502236,1,,12.66905871839158727064,12.67082054937105116764,12.66878881674134267365,89.99011853264523123252,89.98946815666006064814,89.99121268650805724394,2033.68725424814413417304
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4304/1.03,1.03,-119.64318800,17,,13.04913047408794851055,13.05094516078451531872,13.04885247550907008346,89.99040856689139035660,89.98977713476672119531,89.99147085561648400669,2222.26497507459113126961
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4424/0.94,0.94,-117.64897786,13,,11.90891520765488055829,11.91057132702026604624,11.90866149974823602205,89.98948292350955955958,89.98879103207306427815,89.99064690876490234849,1689.14808950989713700296
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4424/0.97,0.97,-119.49162509,9,,12.28898696287483243126,12.29069593811139323138,12.28872515814880734982,89.98981055745691890456,89.98914006576889762553,89.99093854727220616770,1856.09144483599793674562
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4424/1.0,1.0,-119.95730526,1,,12.66905871839158727064,12.67082054937105116764,12.66878881674134267365,89.99011853264523123252,89.98946815666006064814,89.99121268650805724394,2033.68725424814413417304
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4424/1.03,1.03,-119.59264096,9,,13.04913047408794851055,13.05094516078451531872,13.04885247550907008346,89.99040856689139035660,89.98977713476672119531,89.99147085561648400669,2222.26497507459113126961
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4431/0.94,0.94,-117.64875182,13,,11.90891520765488055829,11.91057132702026604624,11.90866149974823602205,89.98948292350955955958,89.98879103207306427815,89.99064690876490234849,1689.14808950989713700296
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4431/0.97,0.97,-119.49065779,9,,12.28898696287483243126,12.29069593811139323138,12.28872515814880734982,89.98981055745691890456,89.98914006576889762553,89.99093854727220616770,1856.09144483599793674562
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4431/1.0,1.0,-119.95573322,1,,12.66905871839158727064,12.67082054937105116764,12.66878881674134267365,89.99011853264523123252,89.98946815666006064814,89.99121268650805724394,2033.68725424814413417304
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4431/1.03,1.03,-119.59287118,9,,13.04913047408794851055,13.05094516078451531872,13.04885247550907008346,89.99040856689139035660,89.98977713476672119531,89.99147085561648400669,2222.26497507459113126961
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4531/0.94,0.94,-117.64867689,13,,11.90891520765488055829,11.91057132702026604624,11.90866149974823602205,89.98948292350955955958,89.98879103207306427815,89.99064690876490234849,1689.14808950989713700296
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4531/0.97,0.97,-119.48764151,9,,12.28898696287483243126,12.29069593811139323138,12.28872515814880734982,89.98981055745691890456,89.98914006576889762553,89.99093854727220616770,1856.09144483599793674562
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4531/1.0,1.0,-119.96652144,1,,12.66905871839158727064,12.67082054937105116764,12.66878881674134267365,89.99011853264523123252,89.98946815666006064814,89.99121268650805724394,2033.68725424814413417304
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4531/1.03,1.03,-119.58993595,7,,13.04913047408794851055,13.05094516078451531872,13.04885247550907008346,89.99040856689139035660,89.98977713476672119531,89.99147085561648400669,2222.26497507459113126961
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4572/0.94,0.94,-117.78679885,9,,11.91071688101436861502,11.90889092253575017092,11.91071715061689682149,89.99086585244093197801,89.98980351556883831913,89.98987717854499998287,1689.45687657373317603869
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4572/0.97,0.97,-119.64877047,7,,12.29084613675619247648,12.28896190269753250330,12.29084641750812623230,89.99115071569645745097,89.99012123113589967685,89.99019262326853640723,1856.43074991510263995894
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4572/1.0,1.0,-120.07537166,1,,12.67097539268750701603,12.66903288295960607809,12.67097568451388344165,89.99141848641655579034,89.99041988323071557115,89.99048914034019830894,2034.05902461970824386145
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4572/1.03,1.03,-119.63168858,9,,13.05110464879175470476,13.04910386340447155220,13.05110495162415810607,89.99167065818655451844,89.99070113763922309333,89.99076838371465932098,2222.67121827009796061443
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4884/0.94,0.94,-117.65473178,13,,11.91071688101436861502,11.90889092253575017092,11.91071715061689682149,89.99086585244093197801,89.98980351556883831913,89.98987717854499998287,1689.45687657373317603869
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4884/0.97,0.97,-119.49071159,9,,12.29084613675619247648,12.28896190269753250330,12.29084641750812623230,89.99115071569645745097,89.99012123113589967685,89.99019262326853640723,1856.43074991510263995894
/gpfs/scratch/vkb5066/agbii4NoSymStruct/all/4884/1.0,1.0,-119.96530777,1,,12.67097539268750701603,12.66903288295960607809,12.67097568451388344165,89.99141848641655579034,89.99041988323071557115,89.99048914034019830894,2034.05902461970824386145
