dir,workDir,nrg,nConv,irredKpts,aV,bV,cV,alpha,beta,gamma,vol
/gpfs/scratch/vkb5066/agbii4NoSymSpecial/all/10095,10095,-120.06600843,9,,12.66879934101841330625,12.67102912355717282354,12.66910813769924412157,89.99095272215368990810,89.99060822193340159409,89.99184398781002735799,2033.73036866995727125288
/gpfs/scratch/vkb5066/agbii4NoSymSpecial/all/10131,10131,-119.93472134,17,,12.66879934101841330625,12.67102912355717282354,12.66910813769924412157,89.99095272215368990810,89.99060822193340159409,89.99184398781002735799,2033.73036866995727125288
/gpfs/scratch/vkb5066/agbii4NoSymSpecial/all/1015,1015,-119.96648109,18,,12.66879934101841330625,12.67102912355717282354,12.66910813769924412157,89.99095272215368990810,89.99060822193340159409,89.99184398781002735799,2033.73036866995727125288
/gpfs/scratch/vkb5066/agbii4NoSymSpecial/all/10257,10257,-119.93516019,17,,12.66879934101841330625,12.67102912355717282354,12.66910813769924412157,89.99095272215368990810,89.99060822193340159409,89.99184398781002735799,2033.73036866995727125288
/gpfs/scratch/vkb5066/agbii4NoSymSpecial/all/10817,10817,-119.86349214,17,,12.66879934101841330625,12.67102912355717282354,12.66910813769924412157,89.99095272215368990810,89.99060822193340159409,89.99184398781002735799,2033.73036866995727125288
/gpfs/scratch/vkb5066/agbii4NoSymSpecial/all/11045,11045,-119.86675927,18,,12.66879934101841330625,12.67102912355717282354,12.66910813769924412157,89.99095272215368990810,89.99060822193340159409,89.99184398781002735799,2033.73036866995727125288
/gpfs/scratch/vkb5066/agbii4NoSymSpecial/all/11084,11084,-119.93522645,17,,12.66879934101841330625,12.67102912355717282354,12.66910813769924412157,89.99095272215368990810,89.99060822193340159409,89.99184398781002735799,2033.73036866995727125288
/gpfs/scratch/vkb5066/agbii4NoSymSpecial/all/11091,11091,-119.93438795,17,,12.66879934101841330625,12.67102912355717282354,12.66910813769924412157,89.99095272215368990810,89.99060822193340159409,89.99184398781002735799,2033.73036866995727125288
/gpfs/scratch/vkb5066/agbii4NoSymSpecial/all/1115,1115,-119.96037027,16,,12.66879934101841330625,12.67102912355717282354,12.66910813769924412157,89.99095272215368990810,89.99060822193340159409,89.99184398781002735799,2033.73036866995727125288
/gpfs/scratch/vkb5066/agbii4NoSymSpecial/all/11754,11754,-119.93581857,17,,12.67116606417511271081,12.67113096283656938387,12.66904383133848261989,89.99277782069674054730,89.99867414704307016307,89.99854251948982891421,2034.11638055688516251960
/gpfs/scratch/vkb5066/agbii4NoSymSpecial/all/11854,11854,-119.93095856,16,,12.67116606417511271081,12.67113096283656938387,12.66904383133848261989,89.99277782069674054730,89.99867414704307016307,89.99854251948982891421,2034.11638055688516251960
/gpfs/scratch/vkb5066/agbii4NoSymSpecial/all/11900,11900,-119.83207779,18,,12.67116606417511271081,12.67113096283656938387,12.66904383133848261989,89.99277782069674054730,89.99867414704307016307,89.99854251948982891421,2034.11638055688516251960
/gpfs/scratch/vkb5066/agbii4NoSymSpecial/all/12003,12003,-119.83206080,17,,12.67116606417511271081,12.67113096283656938387,12.66904383133848261989,89.99277782069674054730,89.99867414704307016307,89.99854251948982891421,2034.11638055688516251960
/gpfs/scratch/vkb5066/agbii4NoSymSpecial/all/1778,1778,-119.95630868,16,,12.67116606417511271081,12.67113096283656938387,12.66904383133848261989,89.99277782069674054730,89.99867414704307016307,89.99854251948982891421,2034.11638055688516251960
/gpfs/scratch/vkb5066/agbii4NoSymSpecial/all/1785,1785,-119.96563906,18,,12.67116606417511271081,12.67113096283656938387,12.66904383133848261989,89.99277782069674054730,89.99867414704307016307,89.99854251948982891421,2034.11638055688516251960
