dir,workDir,nrg,nConv,irredKpts,aV,bV,cV,alpha,beta,gamma,vol
/gpfs/scratch/vkb5066/bulk/11084/d0.00,d0.00,-119.96502328,1,14,12.72615625247709355280,12.72752487728037800631,12.72575097746630991263,89.99099277083212609277,89.99064990609182952759,89.99188001975310346658,2061.22124730913351009027
/gpfs/scratch/vkb5066/bulk/11084/n0.01,n0.01,-119.94678851,1,14,12.72615625247709355280,12.72752487728037800631,12.72575097746630991263,89.99099277083212609277,89.99064990609182952759,89.99188001975310346658,2000.00091504280493570707
/gpfs/scratch/vkb5066/bulk/11084/n0.02,n0.02,-119.85902854,1,14,12.72615625247709355280,12.72752487728037800631,12.72575097746630811263,89.99099277083212609277,89.99064990609182952759,89.99188001975310346658,1940.00494819737771222393
/gpfs/scratch/vkb5066/bulk/11084/p0.01,p0.01,-119.89591306,1,14,12.72615625247709355280,12.72752487728037800631,12.72575097746630991263,89.99099277083212609277,89.99064990609182952759,89.99188001975310346658,2123.67831232384756457951
/gpfs/scratch/vkb5066/bulk/11084/p0.02,p0.02,-119.91046880,1,14,12.72615625247709355280,12.72752487728037800631,12.72575097746630991263,89.99099277083212609277,89.99064990609182952759,89.99188001975310346658,2187.38447741443095397587
/gpfs/scratch/vkb5066/bulk/1778/d0.00,d0.00,-119.96654273,1,14,12.70791238252882015481,12.70834543388682236157,12.70810407178048485691,89.99279903760434027431,89.99073322773084441235,89.99100438276631538488,2052.31477181942114592369
/gpfs/scratch/vkb5066/bulk/1778/n0.01,n0.01,-119.93455989,1,14,12.70791238252882015481,12.70834543388682236157,12.70810407178048485691,89.99279903760434027431,89.99073322773084441235,89.99100438276631538488,1991.35897078161251846861
/gpfs/scratch/vkb5066/bulk/1778/n0.02,n0.02,-119.83153545,1,14,12.70791238252882015481,12.70834543388682236157,12.70810407178048485691,89.99279903760434027431,89.99073322773084441235,89.99100438276631538488,1931.62224471826462717420
/gpfs/scratch/vkb5066/bulk/1778/p0.01,p0.01,-119.90762678,1,14,12.70791238252882015481,12.70834543388682236157,12.70810407178048485691,89.99279903760434027431,89.99073322773084441235,89.99100438276631538488,2114.50196172032142606632
/gpfs/scratch/vkb5066/bulk/1778/p0.02,p0.02,-119.83478911,1,14,12.70791238252882015481,12.70834543388682236157,12.70810407178048485691,89.99279903760434027431,89.99073322773084441235,89.99100438276631538488,2177.93285437294427542338
/gpfs/scratch/vkb5066/bulk/2612/d0.00,d0.00,-119.96722577,1,14,12.70741229210268538648,12.70837042270654992812,12.70646322311231561716,89.99192573512766522009,89.99109597728129484012,89.99027988416520153915,2051.97305523108828369978
/gpfs/scratch/vkb5066/bulk/2612/n0.01,n0.01,-119.93468587,1,14,12.70741229210268538648,12.70837042270654992812,12.70646322311231561716,89.99192573512766522009,89.99109597728129484012,89.99027988416520153915,1991.02740351766973058561
/gpfs/scratch/vkb5066/bulk/2612/n0.02,n0.02,-119.83076224,1,14,12.70741229210268538648,12.70837042270654992812,12.70646322311231561716,89.99192573512766522009,89.99109597728129484012,89.99027988416520153915,1931.30062379905844391196
/gpfs/scratch/vkb5066/bulk/2612/p0.01,p0.01,-119.90846528,1,14,12.70741229210268538648,12.70837042270654992812,12.70646322311231561716,89.99192573512766522009,89.99109597728129484012,89.99027988416520153915,2114.14989077764548978416
/gpfs/scratch/vkb5066/bulk/2612/p0.02,p0.02,-119.89784880,1,14,12.70741229210268538648,12.70837042270654992812,12.70646322311231561716,89.99192573512766522009,89.99109597728129484012,89.99027988416520153915,2177.57022199567273536847
/gpfs/scratch/vkb5066/bulk/4209/d0.00,d0.00,-119.96525693,1,14,12.70960418217355767661,12.71060846340381456110,12.70843855953795416296,89.99014965687906664879,89.98950161438296156392,89.99124073390989303123,2053.00752368955624153343
/gpfs/scratch/vkb5066/bulk/4209/n0.01,n0.01,-119.93482724,1,14,12.70960418217355767661,12.71060846340381456110,12.70843855953795416296,89.99014965687906664879,89.98950161438296156392,89.99124073390989303123,1992.03114722845273160364
/gpfs/scratch/vkb5066/bulk/4209/n0.02,n0.02,-119.83397144,1,14,12.70960418217355767661,12.71060846340381456110,12.70843855953795416296,89.99014965687906664879,89.98950161438296156392,89.99124073390989303123,1932.27425723642081808133
/gpfs/scratch/vkb5066/bulk/4209/p0.01,p0.01,-119.90590288,1,14,12.70960418217355767661,12.71060846340381456110,12.70843855953795416296,89.99014965687906664879,89.98950161438296156392,89.99124073390989303123,2115.21570466487348520813
/gpfs/scratch/vkb5066/bulk/4209/p0.02,p0.02,-119.83361716,1,14,12.70960418217355767661,12.71060846340381456110,12.70843855953795416296,89.99014965687906664879,89.98950161438296156392,89.99124073390989303123,2178.66800819954659996520
/gpfs/scratch/vkb5066/bulk/7497/d0.00,d0.00,-120.11681252,1,14,12.68297680678697871213,12.68320496601463887270,12.68135449452666206298,89.98979069520930805445,89.99278888092253548152,89.99119155752018640497,2039.93268442280621863286
/gpfs/scratch/vkb5066/bulk/7497/n0.01,n0.01,-120.08252861,1,14,12.68297680678697871213,12.68320496601463887270,12.68135449452666206298,89.98979069520930805445,89.99278888092253548152,89.99119155752018640497,1979.34464376276445113324
/gpfs/scratch/vkb5066/bulk/7497/n0.02,n0.02,-119.95953443,1,14,12.68297680678697871213,12.68320496601463887270,12.68135449452666206298,89.98979069520930805445,89.99278888092253548152,89.99119155752018640497,1919.96832311726983052749
/gpfs/scratch/vkb5066/bulk/7497/p0.01,p0.01,-120.06519395,1,14,12.68297680678697871213,12.68320496601463887270,12.68135449452666206298,89.98979069520930805445,89.99278888092253548152,89.99119155752018640497,2101.74468469350166986365
/gpfs/scratch/vkb5066/bulk/7497/p0.02,p0.02,-119.94372040,1,14,12.68297680678697871213,12.68320496601463887270,12.68135449452666206298,89.98979069520930805445,89.99278888092253548152,89.99119155752018640497,2164.79288417095734166294
