dir,workDir,nrg,nConv,irredKpts,aV,bV,cV,alpha,beta,gamma,vol,bg
/gpfs/scratch/vkb5066/agbii4/all/11884,11884,-117.50038745,15,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.2817560000000006
/gpfs/scratch/vkb5066/agbii4/all/11885,11885,-117.60457550,18,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.3579590000000006
/gpfs/scratch/vkb5066/agbii4/all/11886,11886,-117.84012136,14,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.3869250000000002
/gpfs/scratch/vkb5066/agbii4/all/11887,11887,-117.84012162,14,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.3869259999999999
/gpfs/scratch/vkb5066/agbii4/all/11888,11888,-117.65406247,16,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.2152120000000002
/gpfs/scratch/vkb5066/agbii4/all/11889,11889,-117.65406413,16,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.215217
/gpfs/scratch/vkb5066/agbii4/all/1189,1189,-117.56901890,18,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.4579649999999997
/gpfs/scratch/vkb5066/agbii4/all/11890,11890,-117.99969627,17,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.3249120000000003
/gpfs/scratch/vkb5066/agbii4/all/11891,11891,-117.80298834,10,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.3091709999999996
/gpfs/scratch/vkb5066/agbii4/all/11892,11892,-117.89161396,16,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.3161290000000005
/gpfs/scratch/vkb5066/agbii4/all/11893,11893,-117.84012366,14,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.3869289999999999
/gpfs/scratch/vkb5066/agbii4/all/11894,11894,-117.40236442,14,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.2623090000000001
/gpfs/scratch/vkb5066/agbii4/all/11895,11895,-117.40236851,14,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.262315
/gpfs/scratch/vkb5066/agbii4/all/11896,11896,-118.17998669,20,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.5197409999999998
/gpfs/scratch/vkb5066/agbii4/all/11897,11897,-118.17998587,20,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.519743
/gpfs/scratch/vkb5066/agbii4/all/11898,11898,-118.17998533,20,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.5198220000000005
/gpfs/scratch/vkb5066/agbii4/all/11899,11899,-117.67910908,20,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.3341589999999997
/gpfs/scratch/vkb5066/agbii4/all/119,119,-117.84943337,15,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.2998460000000005
/gpfs/scratch/vkb5066/agbii4/all/1190,1190,-116.58140216,20,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,0.9883570000000002
/gpfs/scratch/vkb5066/agbii4/all/11900,11900,-118.42953285,11,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.636046
/gpfs/scratch/vkb5066/agbii4/all/11901,11901,-117.80298954,10,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.309174
/gpfs/scratch/vkb5066/agbii4/all/11902,11902,-117.99969940,17,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.3249279999999999
/gpfs/scratch/vkb5066/agbii4/all/11903,11903,-117.83999818,14,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.3873729999999997
/gpfs/scratch/vkb5066/agbii4/all/11904,11904,-118.17998793,20,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.519816
/gpfs/scratch/vkb5066/agbii4/all/11905,11905,-117.37533398,15,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.0962749999999994
/gpfs/scratch/vkb5066/agbii4/all/11906,11906,-117.88889565,18,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.4769290000000002
/gpfs/scratch/vkb5066/agbii4/all/11907,11907,-117.08981314,23,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,0.9974920000000003
/gpfs/scratch/vkb5066/agbii4/all/11908,11908,-117.50337197,16,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.3099130000000003
/gpfs/scratch/vkb5066/agbii4/all/11909,11909,-117.87876639,14,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.3757469999999996
/gpfs/scratch/vkb5066/agbii4/all/1191,1191,-116.93199870,20,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.1008099999999996
/gpfs/scratch/vkb5066/agbii4/all/11910,11910,-116.67798623,18,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,0.8814539999999997
/gpfs/scratch/vkb5066/agbii4/all/11911,11911,-117.91777480,14,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.4371189999999996
/gpfs/scratch/vkb5066/agbii4/all/11912,11912,-117.63460637,22,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.4301840000000006
/gpfs/scratch/vkb5066/agbii4/all/11913,11913,-117.91635748,18,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.453456
/gpfs/scratch/vkb5066/agbii4/all/11914,11914,-117.46655168,20,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.3639459999999999
/gpfs/scratch/vkb5066/agbii4/all/11915,11915,-117.87167964,15,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.3751820000000001
/gpfs/scratch/vkb5066/agbii4/all/11916,11916,-116.77859175,20,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,0.9481150000000005
/gpfs/scratch/vkb5066/agbii4/all/11917,11917,-117.47461706,16,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.2513379999999996
/gpfs/scratch/vkb5066/agbii4/all/11918,11918,-117.94550980,18,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.5199279999999997
/gpfs/scratch/vkb5066/agbii4/all/11919,11919,-117.67999143,18,1,12.13399982450000000000,12.13399982450000000000,12.13399982450000000000,90,90,90,1786.53674458532328719069,1.4017720000000002
