ID,nrgMin,B(GPa)
11084,-119.96502328,7.499957160274256
1778,-119.96654273,7.861542737716804
2612,-119.96722577,7.8983121792285
4209,-119.96525693,7.760472335415685
7497,-120.11681252,7.481607959748975
7985,-119.96567491,7.550469519976531
